OTU	X2016_Igg_35B_1LAug	X2016_Igg_35B_1LJuli	X2016_Igg_35B_1LJuni	X2016_Igg_35B_1LMai	X2016_Igg_35B_1LSep	X2016_Igg_35B_2LAug	X2016_Igg_35B_2LJuli	X2016_Igg_35B_2LJuni	X2016_Igg_35B_2LMai	X2016_Igg_35B_2LSep	X2016_Jos_21_1LAug	X2016_Jos_21_1LJuli	X2016_Jos_21_1LJuni	X2016_Jos_21_1LMai	X2016_Jos_21_1LSep	X2016_Jos_21_2LAug	X2016_Jos_21_2LJuli	X2016_Jos_21_2LJuni	X2016_Jos_21_2LMai	X2016_Jos_21_2LSep	X2016_Sal_25_1LAug	X2016_Sal_25_1LJuli	X2016_Sal_25_1LJuni	X2016_Sal_25_1LMai	X2016_Sal_25_1LSep	X2016_Sal_25_2LAug	X2016_Sal_25_2LJuli	X2016_Sal_25_2LJuni	X2016_Sal_25_2LMai	X2016_Sal_25_2LSep	X2016_T1_02B_1LAug	X2016_T1_02B_1LJuli	X2016_T1_02B_1LJuni	X2016_T1_02B_1LMai	X2016_T1_02B_1LSep	X2016_T1_02B_2LAug	X2016_T1_02B_2LJuli	X2016_T1_02B_2LJuni	X2016_T1_02B_2LMai	X2016_T1_02B_2LSep	X2016_T1_34B_1LAug	X2016_T1_34B_1LJuli	X2016_T1_34B_1LJuni	X2016_T1_34B_1LMai	X2016_T1_34B_1LSep	X2016_T1_34B_2LAug	X2016_T1_34B_2LJuli	X2016_T1_34B_2LJuni	X2016_T1_34B_2LMai	X2016_T1_34B_2LSep	X2016_T1_52B_1LAug	X2016_T1_52B_1LJuli	X2016_T1_52B_1LJuni	X2016_T1_52B_1LMai	X2016_T1_52B_1LSep	X2016_T1_52B_2LAug	X2016_T1_52B_2LJuli	X2016_T1_52B_2LJuni	X2016_T1_52B_2LMai	X2016_T1_52B_2LSep	X2016_T1_63B_1LAug	X2016_T1_63B_1LJuli	X2016_T1_63B_1LJuni	X2016_T1_63B_1LMai	X2016_T1_63B_1LSep	X2016_T1_63B_2LAug	X2016_T1_63B_2LJuli	X2016_T1_63B_2LJuni	X2016_T1_63B_2LMai	X2016_T1_63B_2LSep	X2016_T3_50B_1LAug	X2016_T3_50B_1LJuli	X2016_T3_50B_1LJuni	X2016_T3_50B_1LMai	X2016_T3_50B_1LSep	X2016_T3_50B_2LAug	X2016_T3_50B_2LJuli	X2016_T3_50B_2LJuni	X2016_T3_50B_2LMai	X2016_T3_50B_2LSep	X2016_T4_64B_1LAug	X2016_T4_64B_1LJuli	X2016_T4_64B_1LJuni	X2016_T4_64B_1LMai	X2016_T4_64B_1LSep	X2016_T4_64B_2LAug	X2016_T4_64B_2LJuli	X2016_T4_64B_2LJuni	X2016_T4_64B_2LMai	X2016_T4_64B_2LSep	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_6033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Pogonocherus	Pogonocherus_fasciculatus
OTU_2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenostola	Stenostola_ferrea
OTU_2072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Alosterna	Alosterna_tabacicolor
OTU_4135	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Alosterna	Alosterna_tabacicolor
OTU_2333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Anoplodera	Anoplodera_sexguttata
OTU_3496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Cortodera	Cortodera_humeralis
OTU_16871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Dinoptera	Dinoptera_collaris
OTU_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Evodinus	Evodinus_clathratus
OTU_248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	51	0	0	0	0	115	34	0	0	0	336	0	0	0	0	0	2	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Oxymirus	Oxymirus_cursor
OTU_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	85	0	0	0	0	133	0	0	0	0	0	0	0	4	429	7	0	0	0	1	6	0	0	2	350	758	0	0	0	0	459	0	0	0	985	105	0	0	0	0	2509	0	0	0	189	178	0	0	0	0	647	0	0	0	0	3	0	0	0	2	155	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Rhagium	Rhagium_bifasciatum
OTU_3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Rhagium	Rhagium_inquisitor
OTU_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	1	0	1881	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	281	326	0	0	0	390	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	172	0	0	0	0	2	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Rhagium	Rhagium_mordax
OTU_882	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenurella	Stenurella_nigra
OTU_1706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenurella	Stenurella_septempunctata
OTU_9458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenurella	Stenurella_septempunctata
OTU_2379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura	Stictoleptura_maculicornis
OTU_5921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura	Stictoleptura_rubra
OTU_944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stictoleptura	Stictoleptura_rubra
OTU_2290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Arhopalus	Arhopalus_rusticus
OTU_1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Pogonocherus	NA
OTU_14985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Gaurotes	NA
OTU_1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Anastrangalia	NA
OTU_1947	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenurella	NA
OTU_2524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Rutpela	NA
OTU_3012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Agapanthia	NA
OTU_9956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Plagionotus	NA
OTU_3208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Animalia	Arthropoda	Insecta	Hymenoptera	Ceraphronidae	Aphanogmus	NA
OTU_9527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Hymenoptera	Ceraphronidae	NA	NA
OTU_9572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Hymenoptera	Ceraphronidae	NA	NA
OTU_9707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Hymenoptera	Ceraphronidae	NA	NA
OTU_2584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Hymenoptera	Ceraphronidae	NA	NA
OTU_17775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Brachypogon	Brachypogon_sociabilis
OTU_1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Brachypogon	Brachypogon_sociabilis
OTU_18498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Brachypogon	Brachypogon_sociabilis
OTU_5671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Brachypogon	Brachypogon_sociabilis
OTU_4830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Culicoides	Culicoides_impunctatus
OTU_4130	7	0	0	0	0	0	3	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Culicoides	Culicoides_kibunensis
OTU_1135	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Culicoides	Culicoides_obsoletus
OTU_4533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Culicoides	Culicoides_obsoletus
OTU_2782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Culicoides	Culicoides_sp._BOLD:ACE8242
OTU_9015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Culicoides	Culicoides_sp._BOLD:ACF7867
OTU_4530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Culicoides	Culicoides_sp._BOLD:ACF8125
OTU_5162	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Culicoides	NA
OTU_2577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	15	29	0	0	0	6	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Serromyia	Serromyia_femorata
OTU_3271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Stilobezzia	Stilobezzia_ochracea
OTU_1389	8	0	0	0	16	17	0	0	3	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	35	3	12	0	16	0	19	0	0	25	0	1	0	0	0	3	6	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	1	0	0	0	20	0	0	0	3	1	4	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	Atrichopogon_oedemarum
OTU_19244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	Atrichopogon_oedemarum
OTU_2860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	33	0	0	5	2	3	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	Atrichopogon_sp._BOLD:ACG4202
OTU_4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	Atrichopogon_sp._BOLD:ACG7143
OTU_1131	0	0	6	0	0	0	0	6	4	0	0	0	0	2	0	0	0	1	68	0	0	3	0	0	0	0	0	3	0	0	0	2	0	8	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	59	1	0	0	1	35	0	0	0	0	15	14	0	0	0	4	0	0	14	0	33	0	0	0	145	214	0	0	0	0	176	0	90	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	Atrichopogon_sp._BOLD:ACP7223
OTU_18194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	Atrichopogon_sp._BOLD:ACP7223
OTU_3395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Forcipomyia	Forcipomyia_chaetoptera
OTU_1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	19	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Forcipomyia	Forcipomyia_glauca
